Pin Designator,Net Name
1,VSS
2,VDD
3,VSS
4,VSS
5,redundancy_sel_RF
6,redundancy_sel_CSR
7,scan_in_if_p
8,redundancy_sel_IC
9,scan_out_if_p
10,scan_in_if_r
11,scan_in_id_p
12,scan_out_if_r
13,scan_out_id_p
14,scan_in_id_r
15,VSS
16,VSS
17,scan_in_ex_p
18,scan_out_id_r
19,scan_out_ex_p
20,scan_in_ex_r
21,scan_in_wb_p
22,scan_out_ex_r
23,VSS
24,scan_in_wb_r
25,scan_out_wb_p
26,VSS
27,scan_in_ls_p
28,scan_out_wb_r
29,scan_out_ls_p
30,scan_in_ls_r
31,scan_in_cs_p
32,scan_out_ls_r
