Pin Designator,Net Name
1,irq_fast_i[0]
2,VSS
3,serdes_data_rdata_i[15]
4,VSS
5,serdes_data_rdata_i[14]
6,VSS
7,serdes_data_rdata_i[13]
8,VSS
9,serdes_data_rdata_i[12]
10,VSS
11,serdes_data_rdata_i[11]
12,VSS
13,serdes_data_rdata_i[10]
14,VSS
15,serdes_data_rdata_i[9]
16,VSS
17,serdes_data_rdata_i[8]
18,VSS
19,serdes_data_rdata_i[7]
20,VSS
21,serdes_data_rdata_i[6]
22,VSS
23,serdes_data_rdata_i[5]
24,VSS
25,serdes_data_rdata_i[4]
26,VSS
27,serdes_data_rdata_i[3]
28,VSS
29,serdes_data_rdata_i[2]
30,
31,serdes_data_rdata_i[1]
32,VSS
33,
34,VSS
35,alert_major_bus_o
36,VSS
37,serdes_data_rdata_i[0]
38,VSS
39,irq_fast_i[14]
40,VSS
41,irq_fast_i[13]
42,VSS
43,irq_fast_i[12]
44,VSS
45,irq_fast_i[11]
46,VSS
47,irq_fast_i[10]
48,VSS
49,irq_fast_i[9]
50,VSS
51,irq_fast_i[8]
52,VSS
53,irq_fast_i[7]
54,VSS
55,irq_fast_i[6]
56,VSS
57,irq_fast_i[5]
58,VSS
59,irq_fast_i[4]
60,
61,irq_fast_i[3]
62,VSS
63,irq_fast_i[2]
64,
65,irq_fast_i[1]
66,VSS
67,
68,VSS
