Pin Designator,Net Name
1,serdes_data_addr_o[7]
2,VSS
3,serdes_data_addr_o[6]
4,VSS
5,serdes_data_addr_o[5]
6,VSS
7,serdes_data_addr_o[4]
8,VSS
9,serdes_data_addr_o[3]
10,VSS
11,serdes_data_addr_o[2]
12,VSS
13,serdes_data_addr_o[1]
14,VSS
15,serdes_data_addr_o[0]
16,VSS
17,serdes_data_wdata_o[15]
18,VSS
19,serdes_data_wdata_o[14]
20,VSS
21,serdes_data_wdata_o[13]
22,VSS
23,serdes_data_wdata_o[12]
24,VSS
25,serdes_data_wdata_o[11]
26,VSS
27,serdes_data_wdata_o[10]
28,VSS
29,serdes_data_wdata_o[9]
30,RESERVED
31,serdes_data_wdata_o[8]
32,VSS
33,RESERVED
34,VSS
35,serdes_data_addr_o[8]
36,VSS
37,serdes_data_addr_o[9]
38,VSS
39,serdes_data_addr_o[10]
40,VSS
41,serdes_data_addr_o[11]
42,VSS
43,serdes_data_addr_o[12]
44,VSS
45,serdes_data_addr_o[13]
46,VSS
47,serdes_data_addr_o[14]
48,VSS
49,serdes_data_addr_o[15]
50,VSS
51,serdes_data_wdata_o[0]
52,VSS
53,serdes_data_wdata_o[1]
54,VSS
55,serdes_data_wdata_o[2]
56,VSS
57,serdes_data_wdata_o[3]
58,VSS
59,serdes_data_wdata_o[4]
60,RESERVED
61,serdes_data_wdata_o[5]
62,VSS
63,serdes_data_wdata_o[6]
64,VSS
65,serdes_data_wdata_o[7]
66,VSS
67,RESERVED
68,VSS
